full_name,url,clone_url,commit_sha,status,klass,stars,license,language,detected_tools,component_count,total_tokens,always_loaded,findings_total,findings_file,findings_file_fs,findings_pairwise,findings_setup,scan_seconds
potpie-ai/potpie,https://github.com/potpie-ai/potpie,https://github.com/potpie-ai/potpie.git,a341978880b9d4c1b403831931279ccedf6184ae,ok,INSTRUCTION_ONLY,5579,Apache-2.0,Python,,2,1121,1121,0,0,0,0,0,17.13
Pranavc07/Ronin-Mini,https://github.com/Pranavc07/Ronin-Mini,https://github.com/Pranavc07/Ronin-Mini.git,853ef4ff8842d857df8ee1576b503dcdd1623fd1,ok,INSTRUCTION_ONLY,2,NOASSERTION,Python,Claude Code,1,9740,9740,0,0,0,0,0,11.44
promptslab/Awesome-Prompt-Engineering,https://github.com/promptslab/Awesome-Prompt-Engineering,https://github.com/promptslab/Awesome-Prompt-Engineering.git,f520489f6a646fd8ed9c882cdd00df37b3820686,ok,INSTRUCTION_ONLY,6256,Apache-2.0,TypeScript,,0,0,0,0,0,0,0,0,10.86
psi-oss/get-physics-done,https://github.com/psi-oss/get-physics-done,https://github.com/psi-oss/get-physics-done.git,0f417695ccf1f987af44bb4f4b3cbbdeb5f2c48b,ok,INSTRUCTION_ONLY,902,NOASSERTION,Python,,0,0,0,0,0,0,0,0,15.69
raahimporno/agentic-workflow-orchestrator,https://github.com/raahimporno/agentic-workflow-orchestrator,https://github.com/raahimporno/agentic-workflow-orchestrator.git,051afe01058a867fe32a3782d79fcca9123b58ce,ok,INSTRUCTION_ONLY,1,,HTML,,0,0,0,0,0,0,0,0,10.9
ratonxi/design-mockup-loop-skill,https://github.com/ratonxi/design-mockup-loop-skill,https://github.com/ratonxi/design-mockup-loop-skill.git,2bbdc46197654b1d136257ef445008660dd264c8,ok,INSTRUCTION_ONLY,0,MIT,HTML,,1,2058,0,1,1,0,0,0,12.86
raullenchai/vnsh,https://github.com/raullenchai/vnsh,https://github.com/raullenchai/vnsh.git,71b549ee761e69343c6203dbe83defaf3d48e492,ok,INSTRUCTION_ONLY,155,MIT,TypeScript,Claude Code|OpenCode,2,972,972,0,0,0,0,0,11.74
realgarit/fable-baton,https://github.com/realgarit/fable-baton,https://github.com/realgarit/fable-baton.git,71d7b7df82516cd9c739d507305c1a28e36f1c91,ok,INSTRUCTION_ONLY,20,MIT,HTML,Claude Code|OpenCode,3,2575,1874,2,2,0,0,0,2.06
riba2534/happyclaw,https://github.com/riba2534/happyclaw,https://github.com/riba2534/happyclaw.git,0c33b337890c814067de7785ea89534b1c25ac43,ok,INSTRUCTION_ONLY,804,MIT,TypeScript,Claude Code|OpenCode,2,3268,3268,0,0,0,0,0,15.72
ringlochid/banksia,https://github.com/ringlochid/banksia,https://github.com/ringlochid/banksia.git,67416b258100e5d55b5a3173a06fe5cdacd29826,ok,INSTRUCTION_ONLY,66,MIT,Python,OpenCode,1,5733,5733,0,0,0,0,0,17.79
risa-labs-inc/BossConsole,https://github.com/risa-labs-inc/BossConsole,https://github.com/risa-labs-inc/BossConsole.git,ada20d88f9312d3f41d9f0f72ba82fe4e9fc09a3,ok,INSTRUCTION_ONLY,222,Apache-2.0,Kotlin,Claude Code|OpenCode,2,8511,8511,1,1,0,0,0,25.91
risingwavelabs/box0,https://github.com/risingwavelabs/box0,https://github.com/risingwavelabs/box0.git,66be3af827f27ce87fce885ac0a4c3b85d0aeb81,ok,INSTRUCTION_ONLY,81,MIT,Rust,Claude Code,1,1643,1643,0,0,0,0,0,10.78
rkd-code/star-building-metodolog,https://github.com/rkd-code/star-building-metodolog,https://github.com/rkd-code/star-building-metodolog.git,4252a57966838de494f1a06b314f445da2fe89ad,ok,INSTRUCTION_ONLY,0,,HTML,OpenCode,1,1037,1037,0,0,0,0,0,2.07
rmonier/agent-smith,https://github.com/rmonier/agent-smith,https://github.com/rmonier/agent-smith.git,f81f578e1a06766211579442b01157b538c442db,ok,INSTRUCTION_ONLY,3,Apache-2.0,Python,OpenCode,1,3792,3792,0,0,0,0,0,10.36
robertiuoras/PaneForge,https://github.com/robertiuoras/PaneForge,https://github.com/robertiuoras/PaneForge.git,f242affdf90caa3279acaaddfe70f0b859b7e8f4,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,Claude Code,1,32461,32461,0,0,0,0,0,12.09
rohitg00/awesome-claude-design,https://github.com/rohitg00/awesome-claude-design,https://github.com/rohitg00/awesome-claude-design.git,7f60ee56b9340f8c2671a08c2d8aab4037546a64,ok,INSTRUCTION_ONLY,998,MIT,,,0,0,0,0,0,0,0,0,11.04
RomansJefremovs/throughline,https://github.com/RomansJefremovs/throughline,https://github.com/RomansJefremovs/throughline.git,2794c64f1f3aae034222af9dfcfb866d8d6672be,ok,INSTRUCTION_ONLY,0,MIT,Python,Claude Code,1,3382,0,1,1,0,0,0,12.03
RoninForge/roninforge-aspnet,https://github.com/RoninForge/roninforge-aspnet,https://github.com/RoninForge/roninforge-aspnet.git,81b129d8bc460d54542589363e77765c50b2d1c0,ok,INSTRUCTION_ONLY,0,MIT,Shell,,4,5191,0,11,9,1,0,1,11.23
RoninForge/roninforge-django,https://github.com/RoninForge/roninforge-django,https://github.com/RoninForge/roninforge-django.git,db0a8040099ea4863e848493d9b00030000b4818,ok,INSTRUCTION_ONLY,0,MIT,Shell,,4,3098,0,10,9,0,0,1,12.31
Rorogogogo/nomoreide,https://github.com/Rorogogogo/nomoreide,https://github.com/Rorogogogo/nomoreide.git,c2e5c55ca54fdce78b373c05e610befde0a7ece1,ok,INSTRUCTION_ONLY,6,AGPL-3.0,TypeScript,Claude Code|OpenCode,2,3151,3151,0,0,0,0,0,11.72
sabaiway/agent-workflow,https://github.com/sabaiway/agent-workflow,https://github.com/sabaiway/agent-workflow.git,20301d2ac2e518ecd8ff4d4603be5dc78472f504,ok,INSTRUCTION_ONLY,0,MIT,JavaScript,,0,0,0,0,0,0,0,0,14.63
sacredvoid/logo-generator,https://github.com/sacredvoid/logo-generator,https://github.com/sacredvoid/logo-generator.git,de357b6ff48a83381da52eeff241c67295714135,ok,INSTRUCTION_ONLY,0,MIT,JavaScript,,1,2534,0,2,1,1,0,0,10.97
samzong/agent-brains,https://github.com/samzong/agent-brains,https://github.com/samzong/agent-brains.git,1e95744770e05e895a27ea6174e85e0135a6e38c,ok,INSTRUCTION_ONLY,6,MIT,Python,OpenCode,2,1578,617,5,3,2,0,0,11.22
satoissei/agents-doctor,https://github.com/satoissei/agents-doctor,https://github.com/satoissei/agents-doctor.git,2fe181ffafa12b526eb608c800f96cab6445ea04,ok,INSTRUCTION_ONLY,3,MIT,Python,OpenCode,1,329,329,0,0,0,0,0,11.1
scaccogatto/okf-skills,https://github.com/scaccogatto/okf-skills,https://github.com/scaccogatto/okf-skills.git,aa678799eb1018080bad42494fcaa83e77ff8fb5,ok,INSTRUCTION_ONLY,315,MIT,Python,,3,3203,0,11,6,4,0,1,10.84
scottheffield/results-studio,https://github.com/scottheffield/results-studio,https://github.com/scottheffield/results-studio.git,c4f64f0038eee99500c4e5e3a0576708267311f7,ok,INSTRUCTION_ONLY,3,MIT,,Claude Code|OpenCode,2,972,972,0,0,0,0,0,10.11
seakee/CPA-Manager-Plus,https://github.com/seakee/CPA-Manager-Plus,https://github.com/seakee/CPA-Manager-Plus.git,220185654fdd5b38677774d4d7a3c78784ad55d9,ok,INSTRUCTION_ONLY,2663,MIT,Go,OpenCode,1,2025,2025,0,0,0,0,0,23.63
seb1n/awesome-ai-agent-skills,https://github.com/seb1n/awesome-ai-agent-skills,https://github.com/seb1n/awesome-ai-agent-skills.git,75865a5d037a4cdaa7f409a4ec14ab9b0292920b,ok,INSTRUCTION_ONLY,159,MIT,Python,,0,0,0,0,0,0,0,0,11.23
seojoonkim/agentlinter,https://github.com/seojoonkim/agentlinter,https://github.com/seojoonkim/agentlinter.git,335dc5f1c56b40848753d56dd93dacf87d9d3191,ok,INSTRUCTION_ONLY,77,,TypeScript,Claude Code,1,230,230,0,0,0,0,0,12.57
Sfil8579/pishi-normalno,https://github.com/Sfil8579/pishi-normalno,https://github.com/Sfil8579/pishi-normalno.git,34b8ffdafa018e09210995f1e03d420706b13733,ok,INSTRUCTION_ONLY,0,MIT,Python,,1,4104,0,4,4,0,0,0,16.02
shariqazeem/sage,https://github.com/shariqazeem/sage,https://github.com/shariqazeem/sage.git,a126b7d3146478329c08f8acb773795e73bee769,ok,INSTRUCTION_ONLY,0,,TypeScript,Claude Code|OpenCode,2,7969,7969,0,0,0,0,0,14.32
SHENG5411/grimoire-of-tools,https://github.com/SHENG5411/grimoire-of-tools,https://github.com/SHENG5411/grimoire-of-tools.git,292d343f49f4c93e5ed8ece5f74ed8b100c4aa89,ok,INSTRUCTION_ONLY,2,,HTML,,0,0,0,0,0,0,0,0,10.51
sisyphusse1-ops/claude-code-pro-pack,https://github.com/sisyphusse1-ops/claude-code-pro-pack,https://github.com/sisyphusse1-ops/claude-code-pro-pack.git,7f2ae212d985faf09eeb498a356268f366af75cc,ok,INSTRUCTION_ONLY,34,MIT,HTML,Claude Code|OpenCode,2,1092,1092,0,0,0,0,0,12.16
sjh9714/mergewarden,https://github.com/sjh9714/mergewarden,https://github.com/sjh9714/mergewarden.git,7e526a77db926209415ff4374ebebd44e1709ab8,ok,INSTRUCTION_ONLY,14,MIT,TypeScript,OpenCode,1,844,844,0,0,0,0,0,12.32
smabe/local-review,https://github.com/smabe/local-review,https://github.com/smabe/local-review.git,71daa54ce2ba6f439261d4c24aa6a2e14e5c3708,ok,INSTRUCTION_ONLY,0,MIT,Shell,Claude Code,1,1827,1827,0,0,0,0,0,10.82
smg99/ticket-flow,https://github.com/smg99/ticket-flow,https://github.com/smg99/ticket-flow.git,aa4c7bedc1dcfcdb09108e1a9f9f98d23c02fd7a,ok,INSTRUCTION_ONLY,0,,Shell,Cursor,3,1266,0,3,2,1,0,0,10.3
snarktank/ralph,https://github.com/snarktank/ralph,https://github.com/snarktank/ralph.git,6c53cb0b831ebe8739c6a003e22af14902d8b0b5,ok,INSTRUCTION_ONLY,21525,MIT,TypeScript,Claude Code|OpenCode,4,5051,1369,3,1,1,0,1,11.53
softwareone-platform/issue-to-pr,https://github.com/softwareone-platform/issue-to-pr,https://github.com/softwareone-platform/issue-to-pr.git,3f807869872b3aaf13993c4c0d46c9162ec363c3,ok,INSTRUCTION_ONLY,1,Apache-2.0,Python,Claude Code,1,8585,8585,0,0,0,0,0,11.47
soolaxx/swarmux,https://github.com/soolaxx/swarmux,https://github.com/soolaxx/swarmux.git,2b506fd676c69b12355009ba2d5df063891ca7b4,ok,INSTRUCTION_ONLY,1,MIT,Rust,OpenCode,1,434,434,0,0,0,0,0,11.48
sorensensig/ai-corner-store,https://github.com/sorensensig/ai-corner-store,https://github.com/sorensensig/ai-corner-store.git,81098e75f546b3c67b2424ca56b5de5f5b1c6f1f,ok,INSTRUCTION_ONLY,9,,Python,,0,0,0,0,0,0,0,0,2.13
Start9Labs/start-technologies,https://github.com/Start9Labs/start-technologies,https://github.com/Start9Labs/start-technologies.git,111e80912acda3e233e627a0865327de7f96c16f,ok,INSTRUCTION_ONLY,1980,MIT,Rust,Claude Code|OpenCode,25,12546,9377,13,12,1,0,0,53.43
Sting25/ai-coding-rules-scaffold,https://github.com/Sting25/ai-coding-rules-scaffold,https://github.com/Sting25/ai-coding-rules-scaffold.git,7bae321591d6c39584462719ed926d6b1fefdd6f,ok,INSTRUCTION_ONLY,4,MIT,Shell,,0,0,0,0,0,0,0,0,11.71
suetema/agent-skills,https://github.com/suetema/agent-skills,https://github.com/suetema/agent-skills.git,142386d312057b30eebde7225840c785947239db,ok,INSTRUCTION_ONLY,0,MIT,Shell,,2,2786,0,6,5,0,0,1,1.84
superdesigndev/treg,https://github.com/superdesigndev/treg,https://github.com/superdesigndev/treg.git,42b48a755e07194cb08a231922febbc80783bb06,ok,INSTRUCTION_ONLY,462,NOASSERTION,Python,Claude Code|OpenCode,5,7728,1950,6,4,1,0,1,16.47
Suren878/matrixclaw,https://github.com/Suren878/matrixclaw,https://github.com/Suren878/matrixclaw.git,773060c8051868bd98df53e92ab0a1a33793372f,ok,INSTRUCTION_ONLY,26,MIT,Go,,0,0,0,0,0,0,0,0,2.84
survivorforge/cursor-rules,https://github.com/survivorforge/cursor-rules,https://github.com/survivorforge/cursor-rules.git,ea0b7f5c702ad5336b11a994fd7ac13dad4f4f50,ok,INSTRUCTION_ONLY,17,MIT,,,48,96734,0,0,0,0,0,0,11.94
Suryadimerantikab/Pennywise-Content-Curator,https://github.com/Suryadimerantikab/Pennywise-Content-Curator,https://github.com/Suryadimerantikab/Pennywise-Content-Curator.git,e17857c4c3a2c7dd539589b9681400e3573d6fae,ok,INSTRUCTION_ONLY,0,,HTML,,0,0,0,0,0,0,0,0,9.25
swyxio/ai-notes,https://github.com/swyxio/ai-notes,https://github.com/swyxio/ai-notes.git,d116f04c06253abdcfc5ca0a8318421eae6c97b4,ok,INSTRUCTION_ONLY,6246,MIT,HTML,,0,0,0,0,0,0,0,0,10.94
synthable/copilot-instructions-cli,https://github.com/synthable/copilot-instructions-cli,https://github.com/synthable/copilot-instructions-cli.git,ae8a27c8d7024501a7fbc0cce18e2ec647f832f7,ok,INSTRUCTION_ONLY,3,GPL-3.0,TypeScript,Gemini CLI,1,94,0,2,2,0,0,0,11.88
systemfsoftware/constitution,https://github.com/systemfsoftware/constitution,https://github.com/systemfsoftware/constitution.git,8cc2433f796ccfbcbd0c9a7a368b57df51b6dd2a,ok,INSTRUCTION_ONLY,2,Apache-2.0,Python,Claude Code|OpenCode,2,1681,1681,0,0,0,0,0,10.79
tablackburn/ai-agent-instruction-modules,https://github.com/tablackburn/ai-agent-instruction-modules,https://github.com/tablackburn/ai-agent-instruction-modules.git,2163e4e961a6f6c354cfd58420e8cfd83bef6db7,ok,INSTRUCTION_ONLY,9,MIT,PowerShell,Claude Code|OpenCode,2,1036,1036,0,0,0,0,0,9.21
tair-opensource/RedisShake,https://github.com/tair-opensource/RedisShake,https://github.com/tair-opensource/RedisShake.git,f20f28e6f2679e71a213904d2c74ceb521e19551,ok,INSTRUCTION_ONLY,4424,MIT,Go,,0,0,0,0,0,0,0,0,12.31
TakyiEric/mcpfs,https://github.com/TakyiEric/mcpfs,https://github.com/TakyiEric/mcpfs.git,2c263236d1c9b29a70f41f308dd94cbdbf798e71,ok,INSTRUCTION_ONLY,3,MIT,Go,Claude Code|OpenCode,2,1319,1319,0,0,0,0,0,11.15
tapiamartinez809-ui/synapse-bridge,https://github.com/tapiamartinez809-ui/synapse-bridge,https://github.com/tapiamartinez809-ui/synapse-bridge.git,da1e766baa962f737f29f671133037d3c99603a8,ok,INSTRUCTION_ONLY,0,,HTML,,0,0,0,0,0,0,0,0,11.24
tarangdeep-goel-by/claude-harness,https://github.com/tarangdeep-goel-by/claude-harness,https://github.com/tarangdeep-goel-by/claude-harness.git,1b4f39761b0c944cbdadce330603e43705dcfe78,ok,INSTRUCTION_ONLY,0,MIT,Shell,Claude Code|OpenCode,5,9956,9956,0,0,0,0,0,10.75
Teknesyum/Teknesyum-Base,https://github.com/Teknesyum/Teknesyum-Base,https://github.com/Teknesyum/Teknesyum-Base.git,e09fe2f296e869d4e98a0e5410dae43be4a03595,ok,INSTRUCTION_ONLY,2,MIT,JavaScript,,0,0,0,0,0,0,0,0,10.8
terai-takehiro/gmo-onair,https://github.com/terai-takehiro/gmo-onair,https://github.com/terai-takehiro/gmo-onair.git,04b21b8845ba304a261c44a377e1a99e2bbc3f61,ok,INSTRUCTION_ONLY,0,,TypeScript,Claude Code,11,36443,34229,7,7,0,0,0,22.7
texteditorscorpius2015/jinguyuan-dumpling-skill,https://github.com/texteditorscorpius2015/jinguyuan-dumpling-skill,https://github.com/texteditorscorpius2015/jinguyuan-dumpling-skill.git,691d75cce074ae1db606ba9adff76669b4c6890a,ok,INSTRUCTION_ONLY,1,MIT,Python,,1,1046,0,4,3,1,0,0,11.18
tfredrich/RestApiTutorial.com,https://github.com/tfredrich/RestApiTutorial.com,https://github.com/tfredrich/RestApiTutorial.com.git,f7902c511ef8ed757292a19403e20fe19927ce0c,ok,INSTRUCTION_ONLY,3139,CC-BY-SA-4.0,HTML,Claude Code|OpenCode,2,890,890,0,0,0,0,0,10.93
ThatGuySam/doesitarm,https://github.com/ThatGuySam/doesitarm,https://github.com/ThatGuySam/doesitarm.git,bfe73cb18c0c3edebd3dca964b2c65993ea9ae12,ok,INSTRUCTION_ONLY,3792,NOASSERTION,JavaScript,Cursor|OpenCode,2,988,202,0,0,0,0,0,11.84
thClaws/thClaws,https://github.com/thClaws/thClaws,https://github.com/thClaws/thClaws.git,659bcac67267db03609b56e4b62b05e95170bbbc,ok,INSTRUCTION_ONLY,1200,Apache-2.0,Rust,Claude Code,0,0,0,0,0,0,0,0,19.67
The-Swarm-Corporation/PARL,https://github.com/The-Swarm-Corporation/PARL,https://github.com/The-Swarm-Corporation/PARL.git,2f984bd1537116529968358bd2babd7f6e403460,ok,INSTRUCTION_ONLY,53,Apache-2.0,Python,,0,0,0,0,0,0,0,0,10.99
therealXiaomanChu/ex-skill,https://github.com/therealXiaomanChu/ex-skill,https://github.com/therealXiaomanChu/ex-skill.git,a7c06380fe74d0872840830fa6d4b863363c1f12,ok,INSTRUCTION_ONLY,6042,MIT,Python,,1,2676,0,7,5,2,0,0,10.58
theYahia/napkin,https://github.com/theYahia/napkin,https://github.com/theYahia/napkin.git,975d4e62da3593da9c3e0884769c961141259822,ok,INSTRUCTION_ONLY,0,MIT,JavaScript,Cursor|Windsurf|Cline|Copilot|OpenCode,5,2711,2129,0,0,0,0,0,10.52
tiagolauer/pieces-to-agents,https://github.com/tiagolauer/pieces-to-agents,https://github.com/tiagolauer/pieces-to-agents.git,ea85f513093c349ac0f1d4a3a0afe80c6d3b1165,ok,INSTRUCTION_ONLY,12,MIT,TypeScript,OpenCode,1,738,738,0,0,0,0,0,11.15
tintinweb/pi-subagents,https://github.com/tintinweb/pi-subagents,https://github.com/tintinweb/pi-subagents.git,929d2b680089ef8174ce2254884ff55e7889c3bf,ok,INSTRUCTION_ONLY,898,MIT,TypeScript,OpenCode,1,1697,1697,0,0,0,0,0,13.12
ToluVictor/canvas-apps-tools,https://github.com/ToluVictor/canvas-apps-tools,https://github.com/ToluVictor/canvas-apps-tools.git,b371d02f3db33eecc08c8961ea574f82414567aa,ok,INSTRUCTION_ONLY,132,MIT,,,1,6400,0,5,4,1,0,0,13.5
tombelieber/claude-view,https://github.com/tombelieber/claude-view,https://github.com/tombelieber/claude-view.git,ff3cdd161babf21d31f6f3232fe7a072c14ddd53,ok,INSTRUCTION_ONLY,103,MIT,Rust,Claude Code,2,1224,1188,1,1,0,0,0,14.54
TommUI/workstream-weaver,https://github.com/TommUI/workstream-weaver,https://github.com/TommUI/workstream-weaver.git,17b124de4cdc90868d36fad397ea3327fdc29203,ok,INSTRUCTION_ONLY,1,,HTML,,0,0,0,0,0,0,0,0,11.06
uizze/uizze,https://github.com/uizze/uizze,https://github.com/uizze/uizze.git,7d97c8d126703626adb757073572cb54ac451ce5,ok,INSTRUCTION_ONLY,7,MIT,JavaScript,,5,5116,185,11,9,1,0,1,17.9
UrsushoribilisMusic/agentic-fleet-hub,https://github.com/UrsushoribilisMusic/agentic-fleet-hub,https://github.com/UrsushoribilisMusic/agentic-fleet-hub.git,76be51e6a3ab68528dbcd1452e24b557321fa4b9,ok,INSTRUCTION_ONLY,5,,Python,Claude Code|Gemini CLI|OpenCode,6,1551,1551,0,0,0,0,0,45.31
usernameisthebestofthebest/claude-recap,https://github.com/usernameisthebestofthebest/claude-recap,https://github.com/usernameisthebestofthebest/claude-recap.git,d40747d161f21d77a31a34a3aa54b7e005699626,ok,INSTRUCTION_ONLY,2,MIT,JavaScript,,4,2107,0,8,7,0,0,1,10.45
vanlew1/ai-agent-project-governance,https://github.com/vanlew1/ai-agent-project-governance,https://github.com/vanlew1/ai-agent-project-governance.git,fc7fbe993d5adf05faa99c43e601cecc31ed381a,ok,INSTRUCTION_ONLY,2,MIT,Python,OpenCode,1,525,525,0,0,0,0,0,12.17
vbkotecha/agentservices-api,https://github.com/vbkotecha/agentservices-api,https://github.com/vbkotecha/agentservices-api.git,be2edc854a2b81dc2a0ffd75c5fcd1c08182730d,ok,INSTRUCTION_ONLY,1,Apache-2.0,Python,,0,0,0,0,0,0,0,0,10.43
Vectorion/codestack-automator,https://github.com/Vectorion/codestack-automator,https://github.com/Vectorion/codestack-automator.git,c4dd7aa597d2cedfd2a1b05cabe06be01cd126cc,ok,INSTRUCTION_ONLY,0,,HTML,,0,0,0,0,0,0,0,0,10.32
Ven0m0/gemini-web-wrapper,https://github.com/Ven0m0/gemini-web-wrapper,https://github.com/Ven0m0/gemini-web-wrapper.git,67a575f64ccf3ff9596b460ca36efd37eb4e048a,ok,INSTRUCTION_ONLY,4,MIT,TypeScript,Claude Code|OpenCode,1,1120,1120,1,1,0,0,0,11.64
vercel-labs/openreview,https://github.com/vercel-labs/openreview,https://github.com/vercel-labs/openreview.git,672deb21e70e471e0536d5ad7a67c14b8359e97e,ok,INSTRUCTION_ONLY,1503,,TypeScript,Claude Code,1,1269,1269,0,0,0,0,0,10.88
vetcoders/vibecrafted,https://github.com/vetcoders/vibecrafted,https://github.com/vetcoders/vibecrafted.git,9a72523c367ad1dce7bb68cc9a8dc807c27e77ea,ok,INSTRUCTION_ONLY,1,NOASSERTION,Python,OpenCode,1,4248,4248,1,1,0,0,0,14.2
vikisingh23/wealth-forge-ai,https://github.com/vikisingh23/wealth-forge-ai,https://github.com/vikisingh23/wealth-forge-ai.git,a4273fe4e5093e8202dd25e404897106e716ea3f,ok,INSTRUCTION_ONLY,1,MIT,JavaScript,Claude Code|Cursor|Cline|Gemini CLI|OpenCode,6,1714,1180,2,2,0,0,0,10.65
vinilana/dotcontext,https://github.com/vinilana/dotcontext,https://github.com/vinilana/dotcontext.git,f742f371e152dc826d17a03d9b1daf8636b69c4d,ok,INSTRUCTION_ONLY,558,MIT,TypeScript,Claude Code|OpenCode,2,1069,1069,0,0,0,0,0,11.31
virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill.git,ed84a9f9eb79a21953c38c2740773135eedc31ab,ok,INSTRUCTION_ONLY,22704,MIT,Python,,0,0,0,0,0,0,0,0,10.91
VisionForge-OU/foreman,https://github.com/VisionForge-OU/foreman,https://github.com/VisionForge-OU/foreman.git,92d7f7971ca40442f95d552e167d214939a0390d,ok,INSTRUCTION_ONLY,449,NOASSERTION,Python,OpenCode,1,709,709,0,0,0,0,0,11.96
vivy-company/aizen,https://github.com/vivy-company/aizen,https://github.com/vivy-company/aizen.git,3ccde932e192acd249ede4ae522f7a9c19ba9140,ok,INSTRUCTION_ONLY,299,GPL-3.0,Swift,Claude Code|OpenCode,1,2460,2460,0,0,0,0,0,20.82
Vladimir-Br/swiftui-project-template,https://github.com/Vladimir-Br/swiftui-project-template,https://github.com/Vladimir-Br/swiftui-project-template.git,758ee3f3bd3f591361a726da9cf9b3f548ff54a9,ok,INSTRUCTION_ONLY,0,MIT,,Cursor,4,1461,671,0,0,0,0,0,10.48
vladimirrott/claude-math,https://github.com/vladimirrott/claude-math,https://github.com/vladimirrott/claude-math.git,76418df34a6467ecab2f4eb60f5a9c83638ecced,ok,INSTRUCTION_ONLY,14,MIT,JavaScript,,1,4543,0,4,4,0,0,0,11.34
VuNQ-Jeremy/calendar,https://github.com/VuNQ-Jeremy/calendar,https://github.com/VuNQ-Jeremy/calendar.git,5b461b60c4590bf888a6ebecc38b42b976521ddb,ok,INSTRUCTION_ONLY,0,,TypeScript,Claude Code,2,6591,2573,2,2,0,0,0,12.53
wassim249/fastapi-langgraph-agent-production-ready-template,https://github.com/wassim249/fastapi-langgraph-agent-production-ready-template,https://github.com/wassim249/fastapi-langgraph-agent-production-ready-template.git,36c7e2b87bc2e60ee230348e857e6c9d9570a46e,ok,INSTRUCTION_ONLY,2595,MIT,Python,Claude Code|Cursor|OpenCode,3,4597,4597,0,0,0,0,0,13.53
whitelonng/mancode,https://github.com/whitelonng/mancode,https://github.com/whitelonng/mancode.git,afe8883fafd52daf80fbcaf887145674d79b3f4f,ok,INSTRUCTION_ONLY,73,AGPL-3.0,TypeScript,OpenCode,1,2065,2065,0,0,0,0,0,11.71
willbytee-sudo/android-qa-kit,https://github.com/willbytee-sudo/android-qa-kit,https://github.com/willbytee-sudo/android-qa-kit.git,30e41476144089ee1aa63ee094ca23bcfe54c91f,ok,INSTRUCTION_ONLY,3,MIT,PowerShell,Claude Code|OpenCode,3,3631,2798,1,1,0,0,0,10.9
wjt0321/novel-forge,https://github.com/wjt0321/novel-forge,https://github.com/wjt0321/novel-forge.git,f8883abebbcbb1b3c0de9b023fe97f5599b55d30,ok,INSTRUCTION_ONLY,0,,Python,Claude Code|OpenCode,3,3471,2123,3,2,1,0,0,12.37
wondping0/wondev,https://github.com/wondping0/wondev,https://github.com/wondping0/wondev.git,73a8ea4cfdc6ae13f945110db4d0b1b3e6dc2c8b,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,,1,195,195,1,1,0,0,0,10.58
wquguru/harness-books,https://github.com/wquguru/harness-books,https://github.com/wquguru/harness-books.git,fbf2b43e352443eea00eb9e4a32709a9f2c11a76,ok,INSTRUCTION_ONLY,2773,,Python,Claude Code|OpenCode|Codex CLI,2,5112,1034,5,4,1,0,0,13.27
wsaaaqqq/oos,https://github.com/wsaaaqqq/oos,https://github.com/wsaaaqqq/oos.git,654e62cc551f2436d9f5a94be2ade14af070c176,ok,INSTRUCTION_ONLY,2,MIT,Go,OpenCode,1,1326,1326,0,0,0,0,0,11.12
WSQS/feishu-dispatcher,https://github.com/WSQS/feishu-dispatcher,https://github.com/WSQS/feishu-dispatcher.git,4c59bc54d135a20ec40e628abcb443eb0f66f3e7,ok,INSTRUCTION_ONLY,2,MIT,Python,Claude Code,1,4709,4709,0,0,0,0,0,10.89
xiaojiou176-open/codeflow,https://github.com/xiaojiou176-open/codeflow,https://github.com/xiaojiou176-open/codeflow.git,c3f6c2c287d574ff50123d7681fb1f20772ac1ee,ok,INSTRUCTION_ONLY,205,MIT,Python,Claude Code|OpenCode,6,13989,13951,4,4,0,0,0,15.19
XiaoleC05/Oxelia51,https://github.com/XiaoleC05/Oxelia51,https://github.com/XiaoleC05/Oxelia51.git,3679d1ba7e82633da81b027c42915e41eb25efea,ok,INSTRUCTION_ONLY,1,MIT,Go,Claude Code|OpenCode,2,1799,1799,0,0,0,0,0,11.7
xintaofei/codeg,https://github.com/xintaofei/codeg,https://github.com/xintaofei/codeg.git,f55ebb699dd3ca7e2f98b72cf7b4b60cd1d7a36e,ok,INSTRUCTION_ONLY,2797,Apache-2.0,Rust,Claude Code|OpenCode,2,1888,1888,1,1,0,0,0,19.65
YaoApp/yao,https://github.com/YaoApp/yao,https://github.com/YaoApp/yao.git,1eb2bb1ec89540bd50345b2b456eeb087bc21de0,ok,INSTRUCTION_ONLY,7681,NOASSERTION,Go,,0,0,0,2,2,0,0,0,25.46
yeeeena/AI,https://github.com/yeeeena/AI,https://github.com/yeeeena/AI.git,f3dfa2f607f32d7536dd7a261873af57a203f937,ok,INSTRUCTION_ONLY,0,,,Claude Code,1,1933,0,3,2,1,0,0,11.75
yo4e/agent-groundcheck,https://github.com/yo4e/agent-groundcheck,https://github.com/yo4e/agent-groundcheck.git,082c411c9da39032742c40f14e2a6da2e3a0a406,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,,0,0,0,0,0,0,0,0,11.07
